Flare_ID,Date,Time (UT),flare_class,EO_tstart,EO_tpeak,EO_tend,EO_xcen,EO_ycen,depec_file
20190415193100,2019-04-15,19:31:00,B3.3,2019-04-15 19:30:04,2019-04-15 19:32:21,2019-04-15 19:33:11,519.1,152.3,EOVSA_20190415_B3flare
20210417164600,2021-04-17,16:46:00,B9.0,2021-04-17 16:41:53,2021-04-17 16:51:29,2021-04-17 16:54:20,,,EOVSA_20210417_B9flare
20210419233600,2021-04-19,23:36:00,M1.0,2021-04-19 23:32:11,2021-04-19 23:55:20,2021-04-19 23:59:29,,,EOVSA_20210419_M1flare
20210505223000,2021-05-05,22:30:00,B5.0,2021-05-05 22:28:00,2021-05-05 22:30:00,2021-05-05 22:32:00,-666.8,-143.4,EOVSA_20210505_B1flare
20210507190000,2021-05-07,19:00:00,M4.0,2021-05-07 18:50:32,2021-05-07 19:01:45,2021-05-07 19:18:03,-899.7,280.8,EOVSA_20210507_M4flare
20210508183000,2021-05-08,18:30:00,C9.0,2021-05-08 18:31:08,2021-05-08 18:31:27,2021-05-08 19:04:14,,,EOVSA_20210508_C9flare
20210509135500,2021-05-09,13:55:00,C4.0,2021-05-09 13:47:54,2021-05-09 13:55:02,2021-05-09 14:24:16,-707.0,333.0,EOVSA_20210509_C4flare
20210517190500,2021-05-17,19:05:00,B5.0,2021-05-17 18:54:57,2021-05-17 19:06:25,2021-05-17 19:11:10,,,EOVSA_20210517_B5flare
20210521192500,2021-05-21,19:25:00,C5.0,2021-05-21 19:23:40,2021-05-21 19:29:49,2021-05-21 19:34:23,-452.8,316.1,EOVSA_20210521_C5flare
20210522161000,2021-05-22,16:10:00,C1.0,2021-05-22 16:08:31,2021-05-22 16:14:39,2021-05-22 16:23:45,-290.0,343.8,EOVSA_20210522_C1flare
20210522171000,2021-05-22,17:10:00,M1.0,2021-05-22 17:07:57,2021-05-22 17:09:23,2021-05-22 17:23:33,,,EOVSA_20210522_M1flare
20210522213000,2021-05-22,21:30:00,M1.4,2021-05-22 21:31:08,2021-05-22 21:34:50,2021-05-22 22:03:23,,,EOVSA_20210522_M1.4flare
20210522231100,2021-05-22,23:11:00,C7.0,2021-05-22 23:05:28,2021-05-22 23:14:52,2021-05-22 23:23:47,-224.3,317.4,EOVSA_20210522_C7flare
20210523170000,2021-05-23,17:00:00,C2.0,2021-05-23 16:59:51,2021-05-23 17:03:21,2021-05-23 17:13:37,-44.9,366.2,EOVSA_20210523_C2flare
20210527220000,2021-05-27,22:00:00,C1.0,2021-05-27 21:58:00,2021-05-27 22:00:00,2021-05-27 22:02:00,,,EOVSA_20210527_C1flare
20210527231000,2021-05-27,23:10:00,C7.0,2021-05-27 23:08:00,2021-05-27 23:10:00,2021-05-27 23:12:00,713.4,314.0,EOVSA_20210527_C7flare
20210528223000,2021-05-28,22:30:00,C9.0,2021-05-28 22:24:10,2021-05-28 23:41:27,2021-05-28 23:53:38,825.8,319.1,EOVSA_20210528_C9flare
20210703142700,2021-07-03,14:27:00,X1.5,2021-07-03 14:26:28,2021-07-03 14:28:40,2021-07-03 14:36:23,965.7,425.4,EOVSA_20210703_X1flare
20210706191500,2021-07-06,19:15:00,C1.1,2021-07-06 19:13:08,2021-07-06 19:14:31,2021-07-06 19:16:02,880.3,-320.6,EOVSA_20210706_flare1
20210706205800,2021-07-06,20:58:00,C1.2,2021-07-06 20:57:45,2021-07-06 20:58:32,2021-07-06 21:02:43,,,EOVSA_20210706_flare2
20210706214900,2021-07-06,21:49:00,C1.1,2021-07-06 21:48:19,2021-07-06 21:48:57,2021-07-06 21:52:32,872.5,-319.6,EOVSA_20210706_flare3
20210709172000,2021-07-09,17:20:00,C4.7,2021-07-09 17:20:29,2021-07-09 17:21:39,2021-07-09 17:25:33,834.8,464.5,EOVSA_20210709_C4flare
20210820155500,2021-08-20,15:55:00,C3.0,2021-08-20 15:46:12,2021-08-20 15:52:47,2021-08-20 15:56:27,,,EOVSA_20210820_C3flare
20210820214500,2021-08-20,21:45:00,C1.4,2021-08-20 21:46:40,2021-08-20 22:08:57,2021-08-20 22:32:26,-958.3,851.9,EOVSA_20210820_C1.4flare
20210821184100,2021-08-21,18:41:00,B3.9,2021-08-21 18:40:46,2021-08-21 18:41:07,2021-08-21 18:47:15,-873.4,280.8,EOVSA_20210821_B3.9flare
20210821215700,2021-08-21,21:57:00,B3.9,2021-08-21 22:01:31,2021-08-21 22:26:48,2021-08-21 22:32:06,-903.3,341.6,EOVSA_20210821_B4.7flare
20210821222900,2021-08-21,22:29:00,B4.7,2021-08-21 22:01:31,2021-08-21 22:26:48,2021-08-21 22:32:06,,,EOVSA_20210821_B4.7flare
20210826181200,2021-08-26,18:12:00,C3.0,2021-08-26 18:31:09,2021-08-26 18:25:19,2021-08-26 19:02:35,-213.3,238.6,EOVSA_20210826_C3flare
20210826232000,2021-08-26,23:20:00,C3.9,2021-08-26 23:19:22,2021-08-26 23:21:23,2021-08-26 23:24:23,-295.3,-582.5,EOVSA_20210826_C3.9flare
20210827210000,2021-08-27,21:00:00,C7.3,2021-08-27 20:57:00,2021-08-27 21:00:54,2021-08-27 21:49:43,-60.1,-531.8,EOVSA_20210827_C7flare
20210829172100,2021-08-29,17:21:00,C2.9,2021-08-29 17:09:32,2021-08-29 17:18:12,2021-08-29 18:00:05,273.4,-525.3,EOVSA_20210829_C3flare
20210830161200,2021-08-30,16:12:00,C2.0,2021-08-30 16:13:47,2021-08-30 16:14:28,2021-08-30 16:33:31,274.8,-516.0,EOVSA_20210830_C2flare
20210830182300,2021-08-30,18:23:00,B7.0,2021-08-30 18:20:03,2021-08-30 18:23:19,2021-08-30 18:27:18,499.4,-518.9,EOVSA_20210830_B7flare
20210830204700,2021-08-30,20:47:00,B8.0,2021-08-30 20:46:43,2021-08-30 20:47:33,2021-08-30 20:53:02,450.2,-510.5,EOVSA_20210830_B8flare
20210831144800,2021-08-31,14:48:00,B2.5,2021-08-31 14:47:48,2021-08-31 15:01:34,2021-08-31 15:06:23,,,EOVSA_20210831_Bflares
20210831190800,2021-08-31,19:08:00,B7.1,2021-08-31 19:08:05,2021-08-31 19:09:01,2021-08-31 19:18:55,618.4,-504.3,EOVSA_20210831_B7flare
20210908172400,2021-09-08,17:24:00,C8.3,2021-09-08 17:20:20,2021-09-08 17:24:42,2021-09-08 17:49:15,-178.4,-388.7,EOVSA_20210908_C8flare
20210920192400,2021-09-20,19:24:00,B4.0,2021-09-20 19:07:43,2021-09-20 19:23:04,2021-09-20 19:57:23,-750.8,-476.9,EOVSA_20210920_flares0
20210920210000,2021-09-20,21:00:00,B2.5,2021-09-20 20:35:23,2021-09-20 20:44:30,2021-09-20 21:25:38,-654.7,-535.6,EOVSA_20210920_flares1
20210920215200,2021-09-20,21:52:00,B3.3,2021-09-20 21:40:50,2021-09-20 21:50:58,2021-09-20 22:02:20,-648.7,-538.6,EOVSA_20210920_flares2
20210921202400,2021-09-21,20:24:00,B5.1,2021-09-21 20:22:57,2021-09-21 20:24:01,2021-09-21 20:28:19,-575.6,-512.9,EOVSA_20210921_Bflare
20210922201200,2021-09-22,20:12:00,C1.1,2021-09-22 20:10:53,2021-09-22 20:12:40,2021-09-22 20:15:47,-413.5,-534.9,EOVSA_20210922_Cflare
20210923152400,2021-09-23,15:24:00,M1.9,2021-09-23 15:23:53,2021-09-23 15:26:05,2021-09-23 15:42:07,1039.5,-1040.4,EOVSA_20210923_M2flare
20210923204000,2021-09-23,20:40:00,C1.0,2021-09-23 20:39:18,2021-09-23 20:40:27,2021-09-23 20:47:57,-230.6,-534.1,EOVSA_20210923_Cflare
20210924164500,2021-09-24,16:45:00,none? B4.0 at 16:12,2021-09-24 16:42:35,2021-09-24 16:45:14,2021-09-24 16:45:58,-46.9,-573.1,EOVSA_20210924_Bflare
20210924211600,2021-09-24,21:16:00,B2.0,2021-09-24 21:16:02,2021-09-24 21:16:26,2021-09-24 21:29:47,,,EOVSA_20210924_Bflares
20210925191500,2021-09-25,19:15:00,C1.7,2021-09-25 19:14:39,2021-09-25 19:15:33,2021-09-25 19:30:12,143.6,-541.7,EOVSA_20210925_Cflare
20211011192100,2021-10-11,19:21:00,B2,2021-10-11 19:23:16,2021-10-11 19:23:55,2021-10-11 19:25:15,,,EOVSA_20211011_Bflare
20211012155700,2021-10-12,15:57:00,B6,2021-10-12 15:59:14,2021-10-12 16:00:09,2021-10-12 16:08:12,516.3,186.9,EOVSA_20211012_Bflare
20211028152600,2021-10-28,15:26:00,X1,2021-10-28 15:25:52,2021-10-28 15:29:08,2021-10-28 15:50:22,29.1,-504.0,EOVSA_20211028_Xflare
20211101204300,2021-11-01,20:43:00,C2.1,2021-11-01 20:42:05,2021-11-01 20:43:12,2021-11-01 20:47:19,-82.3,223.1,EOVSA_20211101_C2flare
20211101211100,2021-11-01,21:11:00,C4.0,2021-11-01 21:11:09,2021-11-01 21:15:01,2021-11-01 21:28:26,733.5,-548.4,EOVSA_20211101_C4flare
20211101233900,2021-11-01,23:39:00,C4.5,2021-11-01 23:37:37,2021-11-01 23:39:30,2021-11-01 23:40:33,-43.1,160.4,EOVSA_20211101_C4.5flare
20211103211400,2021-11-03,21:14:00,C5.2,2021-11-03 21:09:25,2021-11-03 21:14:45,2021-11-03 21:28:14,900.2,-390.5,EOVSA_20211103_C5flare
20211212211300,2021-12-12,21:13:00,C1.2,2021-12-12 21:15:35,2021-12-12 21:23:29,2021-12-12 21:39:39,-903.9,-333.2,EOVSA_20211212_Cflare
20211214203300,2021-12-14,20:33:00,C1.6,2021-12-14 20:31:28,2021-12-14 20:51:55,2021-12-14 21:18:08,-708.6,-329.6,EOVSA_20211214_Cflare
20211231194200,2021-12-31,19:42:00,C8.1,2021-12-31 19:42:34,2021-12-31 19:50:42,2021-12-31 20:10:28,854.1,355.9,EOVSA_20211231_C8flare
20220118173800,2022-01-18,17:38:00,M1.2,2022-01-18 17:21:42,2022-01-18 17:37:18,2022-01-18 18:18:29,797.1,202.2,EOVSA_20220118_Mflare
20220128193100,2022-01-28,19:31:00,C2.8,2022-01-28 19:30:01,2022-01-28 19:31:05,2022-01-28 19:43:37,-324.0,375.2,EOVSA_20220128_C2flare
20220128203500,2022-01-28,20:35:00,B5.3,2022-01-28 20:10:04,2022-01-28 20:48:13,2022-01-28 21:06:21,-327.2,375.1,EOVSA_20220128_Bflares
20220128204900,2022-01-28,20:49:00,B6.5,2022-01-28 20:10:04,2022-01-28 20:48:13,2022-01-28 21:06:21,-327.3,375.1,EOVSA_20220128_Bflares
20220129230000,2022-01-29,23:00:00,M1,2022-01-29 22:56:41,2022-01-29 23:10:14,2022-01-29 23:42:36,-14.8,370.2,EOVSA_20220129_M1flare
20220203204200,2022-02-03,20:42:00,C1.3,2022-02-03 20:41:17,2022-02-03 20:41:47,2022-02-03 20:44:32,831.6,310.9,EOVSA_20220203_C1flare
20220205170000,2022-02-05,17:00:00,C2.1,2022-02-05 16:58:07,2022-02-05 17:00:45,2022-02-05 17:05:48,85.9,364.9,EOVSA_20220205_C2flare
20220208214000,2022-02-08,21:40:00,C5.1,2022-02-08 21:37:00,2022-02-08 21:40:46,2022-02-08 21:45:32,642.2,-243.1,EOVSA_20220208_C5flare
20220330173000,2022-03-30,17:30:00,X1.4,2022-03-30 17:25:20,2022-03-30 17:31:09,2022-03-30 18:02:17,493.7,320.3,EOVSA_20220330_Xflare
20220331182800,2022-03-31,18:28:00,M9.7,2022-03-31 18:25:39,2022-03-31 18:28:26,2022-03-31 18:29:49,690.0,289.0,EOVSA_20220331_M9flare
20220331193200,2022-03-31,19:32:00,C5,2022-03-31 19:23:23,2022-03-31 19:34:25,2022-03-31 19:49:15,675.4,306.3,EOVSA_20220331_Cflare
20220510135500,2022-05-10,13:55:00,X1.5,2022-05-10 13:53:00,2022-05-10 13:55:00,2022-05-10 13:57:00,,,EOVSA_20220510_Xflare
20220511183500,2022-05-11,18:35:00,M2.6,2022-05-11 18:35:49,2022-05-11 18:41:54,2022-05-11 18:51:32,934.7,-257.7,EOVSA_20220511_M2flare
20220515000100,2022-05-15,00:01:00,M2.3,2022-05-15 00:00:04,2022-05-15 00:00:50,2022-05-15 00:02:09,,,EOVSA_20220515_M2flare
20220517193300,2022-05-17,19:33:00,C2.0,2022-05-17 19:31:03,2022-05-17 19:33:39,2022-05-17 19:43:47,-523.5,366.3,EOVSA_20220517_C2flare
20220518220000,2022-05-18,22:00:00,M1.1,2022-05-17 19:31:03,2022-05-17 19:33:39,2022-05-17 19:43:47,-323.7,386.6,EOVSA_20220517_C2flare
20220524223000,2022-05-24,22:30:00,C5.1,2022-05-24 22:15:55,2022-05-24 22:30:59,2022-05-24 22:44:42,755.1,386.1,EOVSA_20220524_C2flare
20220525181700,2022-05-25,18:17:00,M1.3,2022-05-25 18:13:15,2022-05-25 18:17:17,2022-05-25 18:23:33,598.5,-285.6,EOVSA_20220525_M1flare
20220708202300,2022-07-08,20:23:00,M2.6,2022-07-08 20:17:29,2022-07-08 20:35:18,2022-07-08 21:58:55,-483.6,190.5,EOVSA_20220708_Mflare
20220714214500,2022-07-14,21:45:00,M2.9,2022-07-14 21:44:55,2022-07-14 21:45:49,2022-07-14 21:51:27,-865.1,233.4,EOVSA_20220714_Mflare
20220715230900,2022-07-15,23:09:00,C2.9,2022-07-15 23:08:20,2022-07-15 23:08:52,2022-07-15 23:15:40,-317.0,196.1,EOVSA_20220715_C3flare
20220716221700,2022-07-16,22:17:00,C2.0,2022-07-16 22:15:20,2022-07-16 22:17:31,2022-07-16 22:22:50,,,EOVSA_20220716_C1flare
20220717213700,2022-07-17,21:37:00,C4.8,2022-07-17 21:36:23,2022-07-17 21:37:46,2022-07-17 21:40:11,390.8,-329.4,EOVSA_20220717_C4flare
20220731225000,2022-07-31,22:50:00,C9.3,2022-07-31 22:48:51,2022-07-31 23:24:58,2022-08-01 00:00:51,-956.6,264.8,EOVSA_20220731_M1flare
20220830175800,2022-08-30,17:58:00,M1.2,2022-08-30 17:41:00,2022-08-30 17:57:55,2022-08-30 18:28:53,,,EOVSA_20220830_M2flare
20220912234500,2022-09-12,23:45:00,M1.8,2022-09-12 23:43:06,2022-09-12 23:43:56,2022-09-12 23:46:58,537.6,215.4,EOVSA_20220912_M2flare
20220916155100,2022-09-16,15:51:00,M6.7,2022-09-16 15:50:20,2022-09-16 15:51:06,2022-09-16 16:31:26,910.7,307.4,EOVSA_20220916_M6flare
20220917204300,2022-09-17,20:43:00,M2.6,2022-09-17 20:34:03,2022-09-17 20:48:31,2022-09-17 21:15:29,-257.3,-533.3,EOVSA_20220917_M2flare
20220918221100,2022-09-18,22:11:00,C3.0,2022-09-18 22:09:31,2022-09-18 22:11:33,2022-09-18 22:24:13,-79.4,-528.5,EOVSA_20220918_C3flare
20220923180200,2022-09-23,18:02:00,M1.7,2022-09-23 17:58:56,2022-09-23 18:03:13,2022-09-23 18:29:05,-922.8,251.1,EOVSA_20220923_M2flare
20220930162400,2022-09-30,16:24:00,M3.0,2022-09-30 16:13:59,2022-09-30 16:24:03,2022-09-30 16:31:06,-891.5,319.0,EOVSA_20220930_M3flare
20220930224100,2022-09-30,22:41:00,C3.0,2022-09-30 22:39:00,2022-09-30 22:41:00,2022-09-30 22:43:00,-891.5,319.0,EOVSA_20220930_C3flare
20221001180200,2022-10-01,18:02:00,C3,2022-10-01 18:02:01,2022-10-01 18:02:58,2022-10-01 18:03:50,-312.5,368.3,EOVSA_20221001_C3flare
20221001184900,2022-10-01,18:49:00,C2,2022-10-01 18:45:38,2022-10-01 18:49:02,2022-10-01 18:51:43,528.9,191.1,EOVSA_20221001_C2flare
20221001200900,2022-10-01,20:09:00,M5.8,2022-10-01 20:04:32,2022-10-01 20:09:31,2022-10-01 20:31:26,537.3,211.4,EOVSA_20221001_M5flare
20221002202300,2022-10-02,20:23:00,X1.1,2022-10-02 20:15:05,2022-10-02 20:23:07,2022-10-02 20:35:22,694.2,236.4,EOVSA_20221002_X1flare
20221003202100,2022-10-03,20:21:00,M1.2,2022-10-03 20:18:10,2022-10-03 20:23:39,2022-10-03 20:59:37,815.3,265.3,EOVSA_20221003_M2flare
20221010154200,2022-10-10,15:42:00,C5,2022-10-10 15:42:03,2022-10-10 16:12:11,2022-10-10 16:44:09,436.6,318.8,EOVSA_20221010_M2flare
20221010161200,2022-10-10,16:12:00,M2.4,2022-10-10 15:42:03,2022-10-10 16:12:11,2022-10-10 16:44:09,436.6,318.8,EOVSA_20221010_M2flare
20221010231900,2022-10-10,23:19:00,C3,2022-10-10 23:18:33,2022-10-10 23:19:21,2022-10-10 23:30:00,440.8,315.0,EOVSA_20221010_C3flare
20221011163500,2022-10-11,16:35:00,C3.6,2022-10-11 16:32:54,2022-10-11 16:35:50,2022-10-11 16:41:30,655.1,339.7,EOVSA_20221011_Cflare
20221011181700,2022-10-11,18:17:00,C6.1,2022-10-11 18:10:55,2022-10-11 18:16:57,2022-10-11 18:21:02,576.8,332.3,EOVSA_20221011_C6flare
20221012162800,2022-10-12,16:28:00,C4.7,2022-10-12 16:27:38,2022-10-12 16:28:17,2022-10-12 16:30:17,704.5,344.1,EOVSA_20221012_C4flare
20221013001000,2022-10-13,00:10:00,M1.5,2022-10-13 00:08:00,2022-10-13 00:10:00,2022-10-13 00:12:00,,,EOVSA_20221013_M1flare
20221016160500,2022-10-16,16:05:00,C1.9,2022-10-16 16:04:28,2022-10-16 16:04:59,2022-10-16 16:05:37,775.7,364.9,EOVSA_20221016_C1flare
20221019214400,2022-10-19,21:44:00,C4.2,2022-10-19 21:44:10,2022-10-19 21:44:32,2022-10-19 21:49:47,-268.8,-261.3,EOVSA_20221019_C4flare
20221025190000,2022-10-25,19:00:00,C4.9,2022-10-25 18:59:44,2022-10-25 19:00:55,2022-10-25 19:03:20,-842.0,420.0,EOVSA_20221025_C4flare
20221110181400,2022-11-10,18:14:00,B9.7,2022-11-10 18:13:33,2022-11-10 18:14:15,2022-11-10 18:17:47,21.3,160.6,EOVSA_20221110_Bflare
20221112180200,2022-11-12,18:02:00,C6.5,2022-11-12 18:01:36,2022-11-12 18:02:30,2022-11-12 18:11:49,444.1,165.5,EOVSA_20221112_Cflare
20221113190800,2022-11-13,19:08:00,C2.2,2022-11-13 19:06:07,2022-11-13 19:07:46,2022-11-13 19:08:24,622.2,166.2,EOVSA_20221113_C2flare
20221113221500,2022-11-13,22:15:00,C2.0,2022-11-13 22:14:15,2022-11-13 22:14:46,2022-11-13 22:17:51,652.6,343.3,EOVSA_20221113_Cflare
20221114192700,2022-11-14,19:27:00,C5.1,2022-11-14 19:26:10,2022-11-14 19:27:51,2022-11-14 19:30:33,755.4,354.6,EOVSA_20221114_C5flare
20221114212400,2022-11-14,21:24:00,C2.6,2022-11-14 21:14:28,2022-11-14 21:24:31,2022-11-14 21:25:01,778.3,350.7,EOVSA_20221114_C2flare
20221118185400,2022-11-18,18:54:00,C4.6,2022-11-18 18:50:36,2022-11-18 18:53:41,2022-11-18 18:54:55,580.3,317.0,EOVSA_20221118_C4flare
20221118220400,2022-11-18,22:04:00,C1.9,2022-11-18 22:03:32,2022-11-18 22:04:00,2022-11-18 22:05:07,-684.4,-267.2,EOVSA_20221118_C1flare
20221209224200,2022-12-09,22:42:00,C5.0,2022-12-09 22:40:00,2022-12-09 22:42:00,2022-12-09 22:44:00,,,EOVSA_20221209_Cflare
20221213194800,2022-12-13,19:48:00,C1.0,2022-12-13 19:47:56,2022-12-13 19:48:21,2022-12-13 19:49:28,941.9,-289.8,EOVSA_20221213_C1flare
20221213231700,2022-12-13,23:17:00,C3.0,2022-12-13 23:16:21,2022-12-13 23:17:38,2022-12-13 23:18:53,938.4,-278.0,EOVSA_20221213_C3flare
20221214190900,2022-12-14,19:09:00,C3.0,2022-12-14 19:08:55,2022-12-14 19:09:13,2022-12-14 19:09:54,668.6,-342.6,EOVSA_20221214_C3flare
20221214193300,2022-12-14,19:33:00,C6.4,2022-12-14 19:30:57,2022-12-14 19:36:37,2022-12-14 19:52:58,654.0,-333.1,EOVSA_20221214_C5flare
20221214205500,2022-12-14,20:55:00,M2.2,2022-12-14 20:44:24,2022-12-14 20:54:38,2022-12-14 20:58:43,-314.0,-345.1,EOVSA_20221214_M2flare
20221214220600,2022-12-14,22:06:00,M4.5,2022-12-14 21:47:48,2022-12-14 22:06:09,2022-12-14 22:09:27,662.1,-372.8,EOVSA_20221214_M3flare
20221216190600,2022-12-16,19:06:00,C9.1,2022-12-16 19:04:44,2022-12-16 19:06:08,2022-12-16 19:13:06,875.2,-342.3,EOVSA_20221216_C9flare
20221217194600,2022-12-17,19:46:00,M1.0,2022-12-17 19:40:24,2022-12-17 19:47:42,2022-12-17 20:09:27,-867.8,328.6,EOVSA_20221217_M1flare
20221221204500,2022-12-21,20:45:00,C4.8,2022-12-21 20:43:51,2022-12-21 20:44:51,2022-12-21 20:52:11,-410.9,343.7,EOVSA_20221221_C5flare
20221221221200,2022-12-21,22:12:00,C6.9,2022-12-21 22:11:23,2022-12-21 22:30:46,2022-12-21 22:37:32,-361.2,338.2,EOVSA_20221221_C6flare
20221222222700,2022-12-22,22:27:00,B7.8,2022-12-22 22:13:15,2022-12-22 22:27:05,2022-12-22 22:30:53,-11.1,313.8,EOVSA_20221222_burst
20221225215600,2022-12-25,21:56:00,C2.2,2022-12-25 21:54:33,2022-12-25 21:55:43,2022-12-25 21:58:24,461.3,389.5,EOVSA_20221225_C2flare
20221226165700,2022-12-26,16:57:00,C4.4,2022-12-26 16:55:50,2022-12-26 16:57:47,2022-12-26 16:59:15,583.0,410.9,EOVSA_20221226_C4flare
20221226194000,2022-12-26,19:40:00,C6.0,2022-12-26 19:37:42,2022-12-26 19:40:13,2022-12-26 19:42:22,618.4,392.0,EOVSA_20221226_C6flare
20221227162400,2022-12-27,16:24:00,M1.2,2022-12-27 16:12:17,2022-12-27 16:14:50,2022-12-27 16:29:06,678.2,381.5,EOVSA_20221227_M1flare
